r_profile_id,fund_id
3583123,24
3583250,24
3596826,24
18753929,24
3914172,24
3582197,24
6187818,24
30100,24
19920482,24
6295817,24
6295840,24
6295835,24
23375827,24
23375828,24
2854807,24
22502267,24
5142005,24
3663341,24
12455736,24
18394,24
9614,24
9645,24
9643,24
9676,24
9679,24
9655,24
9674,24
9623,24
9628,24
9611,24
9667,24
9619,24
9681,24
9625,24
9621,24
9662,24
9612,24
9646,24
9615,24
9626,24
9620,24
3663333,24
3663417,24
3663344,24
7657,24
5950569,24
6331843,24
6331848,24
6331852,24
15086881,24
15086818,24
15086886,24
15086821,24
2963897,24
2964311,24
2964312,24
2964329,24
2967358,24
2964374,24
2964391,24
2964380,24
2964503,24
2967350,24
2967356,24
3336342,24
14888957,24
11867834,24
11867783,24
15997,24
2854803,24
2854799,24
2854800,24
3422674,24
4046919,24
3422661,24
3422628,24
4034737,24
3422659,24
6301368,24
29823026,24
18269788,24
3663355,24
3663425,24
3663519,24
12925773,24
18222556,24
22006520,24
19926248,24
3663269,24
4475602,24
3663431,24
3663448,24
3663573,24
3663337,24
3663334,24
3663293,24
3663581,24
19926243,24
3663318,24
3663557,24
12455741,24
3663500,24
2789960,24
1776879,24
3663685,24
6244835,24
6246307,24
3422059,24
29823085,24
19920473,24
3663564,24
3663447,24
24727374,24
6207484,24
3663377,24
3315077,24
3431772,24
3431797,24
3431763,24
4361948,24
16344992,24
16344993,24
16344995,24
12454855,24
12454934,24
3663476,24
3663323,24
20652373,24
13404775,24
11855525,24
20245860,24
20245862,24
2964555,24
4230670,24
24759492,24
3663372,24
2970027,24
28470160,24
28470162,24
28470163,24
3927732,24
3927738,24
3928000,24
3928027,24
19920477,24
3972784,24
2009074,24
14410925,24
3969180,24
3969267,24
3969539,24
3663576,24
19920475,24
2855267,24
3663320,24
3663303,24
1479951,24
6770745,24
3663525,24
3663520,24
3663319,24
15140099,24
4380803,24
3663414,24
3663679,24
2617169,25
11770075,25
1129774,25
20781719,25
29857971,25
6771095,25
11867842,25
3663488,25
19869347,25
20781717,25
26528217,25
26528218,25
24134405,25
13051146,25
23764073,25
12443878,25
20781720,25
22012975,25
6600079,25
14524205,25
1534284,25
1923129,25
1923151,25
1923131,25
1923153,25
1923130,25
1923141,25
1923143,25
1923134,25
1923144,25
1923146,25
1923139,25
1923135,25
1923149,25
1923156,25
1923154,25
1923159,25
1923160,25
1923127,25
1923158,25
1923133,25
14818281,25
3663617,25
14410916,25
3663331,25
28620795,25
24709500,25
24709501,25
24709502,25
24709503,25
24709499,25
3663467,25
20433,25
19937040,25
22455744,25
22455745,25
22455746,25
22455740,25
22455741,25
22455742,25
22455743,25
3663429,25
3663546,25
22150568,25
19917576,25
1110564,25
19917568,25
19917572,25
2855288,25
3663606,25
2855263,25
2550702,25
1339936,25
6680609,25
19502268,25
9707,25
3663533,25
9714,25
13503881,25
2854696,25
1839109,25
1839111,25
2494755,25
9690,25
6232491,25
19917571,25
19917569,25
1840883,25
2855277,25
3663412,25
2855310,25
19917573,25
9730,25
16011,25
1534269,25
1534271,25
2794350,25
2794482,25
2794399,25
2794970,25
2794995,25
3663408,25
13811521,25
19917563,25
3533655,25
6302251,25
2855343,25
11878459,25
11878460,25
21204207,25
3663494,25
20008134,25
3663343,25
19917564,25
21902501,25
19917565,25
9698,25
3663368,25
1556416,25
1556426,25
1556436,25
25051473,25
9709,25
2855290,25
10083685,25
10084418,25
23728969,25
9708,25
11866485,25
11857117,25
9686,25
22013861,25
2855282,25
13253316,25
19917574,25
13132279,25
22013870,25
12445851,25
3663307,25
9723,25
4123849,25
23640977,25
2977800,25
11715544,25
14385055,25
2855274,25
20033724,25
20033725,25
20033726,25
20033727,25
1922149,25
1922155,25
6807761,25
3010278,25
2855286,25
2855280,25
1409966,25
12425592,25
12425590,25
3198852,25
4859914,25
2550303,25
2855316,25
3663280,25
3663306,25
3663278,25
2982484,25
6707016,25
2854671,25
2855380,25
14465167,25
2855301,25
1484581,25
1484582,25
3663558,25
19917575,25
6712715,25
19917566,25
9691,25
22013867,25
2834593,25
2713394,25
2855294,25
4946958,25
11713027,25
3663650,25
9688,25
20781718,25
19917570,25
3982636,25
3982693,25
4718652,25
6244455,25
11610445,25
6680607,25
6262634,25
3663274,25
3663335,25
22013858,25
2855285,25
3075592,25
19917567,25
2642566,26
15288838,26
14744648,26
19937036,26
6366858,26
20806332,26
30393,26
4820572,26
6936503,26
28749174,26
28749175,26
28749178,26
28749176,26
28749177,26
12051768,26
23634708,26
23246759,26
23246760,26
23246764,26
23246763,26
23246758,26
23246762,26
23246761,26
2967481,26
11868259,26
16729575,26
25518725,26
11878119,31
6047183,31
6047188,31
6047184,31
11878099,31
6047185,31
7529385,31
7529683,31
7529675,31
6097843,31
4075427,31
6047190,31
6047191,31
6047192,31
29911120,31
6047197,31
6047194,31
23935479,31
13458276,31
11878204,31
11878139,31
6047200,31
6047201,31
15169721,31
15169800,31
6047199,31
6867640,31
6047202,31
6867581,31
19835229,32
22887485,32
11877605,32
11878134,32
11878136,32
18722840,32
18722810,32
18722834,32
18722828,32
18722856,32
18722817,32
17384238,32
18205495,32
25110696,32
17682930,32
24300786,32
24300787,32
24300789,32
24300788,32
22887490,32
19506135,32
13418943,32
22839535,32
11878205,32
12757802,32
20251195,32
20251196,32
10177452,32
20251197,32
15288891,37
20806325,37
18221893,39
3663487,39
2967484,39
3663415,39
3663362,39
5084231,39
3663275,39
3663449,39
14465158,39
20400127,39
3663392,39
3663308,39
20476492,39
3663387,39
2967486,39
3663465,39
12444827,39
3663369,39
3663575,39
3663300,39
3663580,39
3663410,39
28470168,39
3663347,39
15706201,39
15707023,39
2967362,39
3663330,39
4104314,39
15288837,39
14465653,39
4427265,39
24492424,39
76982,11
16073,23
30622,23
25218,23
30514,27
70210,27
64077,27
70207,27
70211,27
64073,27
64071,27
73060,27
64075,27
64072,27
64074,27
77348,28
77345,28
77308,28
75863,28
75864,28
77309,28
77341,28
77346,28
77349,28
77351,28
77310,28
77311,28
77343,28
77352,28
77350,28
77344,28
77347,28
77342,28
11488600,34
23467,34
11514681,34
11488667,34
23295,34
23474,34
23373,34
23327,34
21112,34
11488669,34
23332,34
21105,34
23483,34
21107,34
23449,34
23352,34
21117,34
23541,34
23489,34
23475,34
23469,34
23320,34
21103,34
11488678,34
23338,34
23548,34
23547,34
21123,34
21120,34
23360,34
23473,34
23450,34
23484,34
11488679,34
23459,34
23472,34
11488707,34
11488708,34
23442,34
23444,34
23315,34
23495,34
23406,34
21124,34
30623,34
23466,34
11488710,34
23490,34
23464,34
21102,34
21091,34
23520,34
23550,34
23404,34
23470,34
23328,34
23349,34
21111,34
23416,34
23405,34
73310,34
73311,34
23492,34
23356,34
11488713,34
23413,34
23414,34
23436,34
23306,34
23298,34
23525,34
23463,34
23517,34
23437,34
23477,34
21087,34
23518,34
23321,34
23339,34
21100,34
11488714,34
23409,34
23530,34
11488715,34
11488716,34
23512,34
23297,34
25768,34
23457,34
23485,34
23368,34
23366,34
23365,34
23364,34
23387,34
11488717,34
23399,34
11488680,34
23381,34
21090,34
25770,34
23393,34
23501,34
23308,34
23351,34
23535,34
11488671,34
23386,34
23524,34
23500,34
11488722,34
23355,34
23398,34
23417,34
21092,34
23504,34
11488673,34
11582475,34
23430,34
23346,34
23482,34
23314,34
23456,34
23494,34
11488681,34
11488683,34
23508,34
11488724,34
23419,34
23324,34
23536,34
21126,34
23363,34
21113,34
23552,34
23549,34
23322,34
23305,34
23465,34
23528,34
23438,34
23369,34
25771,34
23486,34
23388,34
23389,34
23448,34
23401,34
23440,34
23402,34
23461,34
23311,34
23487,34
23522,34
23302,34
23361,34
23509,34
23344,34
23310,34
11488725,34
23362,34
11592767,34
23451,34
23455,34
23462,34
23544,34
23350,34
23531,34
23532,34
21095,34
23294,34
23316,34
23488,34
11488684,34
25766,34
23307,34
23317,34
23336,34
23499,34
23334,34
23496,34
23502,34
23545,34
23418,34
23506,34
61628,34
23385,34
23380,34
23379,34
23384,34
23383,34
23378,34
23377,34
61627,34
23318,34
23433,34
23345,34
23480,34
11488729,34
21093,34
11488723,34
23427,34
23309,34
23423,34
23439,34
23358,34
11488731,34
11594305,34
11594344,34
11488733,34
23391,34
23392,34
23394,34
11488685,34
23330,34
23422,34
23421,34
23313,34
23454,34
23521,34
23447,34
23301,34
23523,34
23539,34
23323,34
23540,34
23534,34
23537,34
23435,34
23431,34
23515,34
23425,34
23533,34
23538,34
11488677,34
11488676,34
23403,34
23481,34
11488690,34
23424,34
11488703,34
23367,34
23337,34
23514,34
11488734,34
11488689,34
23376,34
23543,34
64078,34
23546,34
23491,34
23434,34
23516,34
21088,34
21098,34
23343,34
23441,34
21109,34
21114,34
21096,34
11488668,34
11488672,34
21097,34
23335,34
64079,34
23312,34
21106,34
21122,34
21127,34
21121,34
21101,34
23542,34
51616,6
71596,6
71597,6
74831,6
71598,6
74245,6
24822,6
74409,6
74832,6
74833,6
71966,6
71970,6
71971,6
9574,9
63297,9
63298,9
63295,9
63296,9
64118,9
76885,9
63367,9
75919,9
72006,9
20387,9
75921,9
72157,9
63434,9
71556,9
69945,9
75922,9
71430,9
71466,9
71434,9
66587,9
75923,9
16835198,9
72005,9
25359,9
75926,9
75924,9
75920,9
72029,9
72030,9
72031,9
75925,9
25470,10
61672,10
61673,10
25471,10
73222,10
25347,10
77360,11
77290,11
63638,11
77289,11
19386,13
21693,16
21690,16
21688,16
21726,16
21858,16
21682,16
21707,16
21733,16
21679,16
62487,16
21731,16
77870,16
21678,16
77883,16
77881,16
21691,16
21722,16
21723,16
77873,16
21741,16
21716,16
77884,16
21727,16
21677,16
21673,16
21702,16
21674,16
21700,16
21694,16
77877,16
21689,16
21725,16
77882,16
21706,16
21732,16
21717,16
77875,16
21719,16
21737,16
77879,16
21703,16
21696,16
21708,16
21698,16
21680,16
21709,16
21711,16
30012,16
21681,16
21675,16
64167,16
21697,16
21701,16
21742,16
21730,16
21736,16
21720,16
21739,16
21676,16
77876,16
77885,16
73007,16
21683,16
77886,16
23235,16
77872,16
21705,16
77878,16
21695,16
77871,16
21684,16
30011,16
21738,16
21714,16
21686,16
77874,16
77887,16
21728,16
21721,16
51617,19
51619,19
51620,19
61604,21
61603,21
25126755,21
25126764,21
25126765,21
25126766,21
25126767,21
25126756,21
25126757,21
25126758,21
25126759,21
25126760,21
25126761,21
25126762,21
25126763,21
25832,21
63443,21
72001,21
63469,21
63470,21
63471,21
63465,21
63466,21
63467,21
63472,21
63468,21
76471,35
76469,35
76468,35
76467,35
76465,35
76462,35
76463,35
76470,35
70002,2
15336648,2
63695,2
15336647,2
63694,2
63522,2
72052,2
72873,2
72873,40
74637,2
69998,3
69988,3
69994,3
69995,3
69999,3
69996,3
69991,3
69992,3
69993,3
69989,3
69990,3
69997,3
9572,3
63933,3
29475,3
71461,3
71462,3
63934,3
63935,3
27326,3
75470,3
63936,3
15081339,3
63937,3
63938,3
61508,3
74869,3
29474,3
62959,5
63370,5
71591,7
72788,7
72789,7
74411,12
74410,12
15292,14
14516061,29
27260,33
23734410,15
6462593,24
64076,27
77288,11
75928,18
72263,7
76515,7
72115,7
19926251,15
26229255,15
25537687,15
25492475,15
25537688,24
20275634,24
26229254,24
25616684,24
20806326,24
15086822,24
25583972,24
20670620,24
25788998,24
15969630,24
15986038,24
25567615,25
19926246,25
26528219,25
13417256,25
25746096,25
19926247,25
25583973,25
25616680,25
25616681,25
19937041,25
19937042,25
21968078,25
28821845,25
28821843,25
22887488,25
28001926,25
22887486,25
21968079,25
25616682,25
20806331,25
22887489,26
25567610,26
25567611,26
25567612,26
25567613,26
25567614,26
12444838,26
19920420,26
26598762,26
26661871,26
20806333,26
20806327,26
25051654,26
20806329,26
26497688,26
26078620,26
22006516,26
13504281,26
26078625,26
20414042,26
22006519,26
26616438,26
26078622,26
26078623,26
26078624,26
23246765,26
28424788,26
26616439,26
26661870,26
26616441,26
20806279,26
20418239,26
28821841,26
19926250,26
15288839,26
26497687,26
19902438,26
20781722,26
19926245,26
26598761,26
26616440,26
19926244,26
20806330,26
15288890,26
26078618,26
22006518,26
20251198,32
20251199,32
25051655,32
24684436,32
20418231,32
20251194,32
20251193,32
19926241,37
19937045,37
25051652,39
20245863,39
20245864,39
25051650,39
73061,27
75865,28
75927,9
77359,11
77361,11
76464,35
76481,35
76491,35
76466,35
74870,3
14888357,13
19270,13
42960,15
21008098,15
22865995,24
22865998,24
22866000,24
22866001,24
22866002,24
22866003,24
22866035,24
22866016,24
26480264,24
1527746,24
1527751,24
1527754,24
26476783,24
22866087,24
22866021,24
26477288,24
26477901,24
22866045,24
23943757,24
28357986,24
9608,24
9653,24
25409463,24
25313860,24
23316305,24
19920474,24
14889286,25
25313863,25
22871367,25
6221268,25
25313864,25
25313866,25
9722,25
6352850,25
9711,25
23943749,25
22866078,25
26494464,25
26494504,25
41540,25
23209310,25
41539,25
26475807,25
41537,25
41538,25
41541,25
20955,25
9694,25
13458145,25
20781721,25
26476393,25
9685,25
23329752,25
23246792,25
25313921,26
23640601,26
15969532,26
15936123,26
14889289,26
28119925,26
20346,26
20293760,26
30392,26
28605762,26
13513682,26
23316289,26
26494698,26
26494699,26
23209313,26
28470156,26
23209319,31
28358534,31
23209323,31
19937043,37
19937044,37
20414043,37
72266,37
3199713,25
22006517,26
25608,15
1860643,24
1422311,24
4380801,24
1479875,24
9673,24
9630,24
9613,24
21888842,24
5716747,24
5716725,24
11878172,24
5716749,24
5716726,24
5716732,24
22861156,24
5716754,24
5716743,24
5716741,24
5810542,24
6207476,24
6207477,24
6207478,24
6207479,24
6207480,24
6207481,24
6229669,24
6207482,24
6207483,24
9669,24
9680,24
24706,24
9606,24
9647,24
9642,24
9651,24
4055883,24
17984402,24
4099773,24
15999,24
6207487,24
6207485,24
6207486,24
3936347,24
3596742,24
17384927,24
30001,24
13797006,24
23212,24
3892723,24
3892725,24
3892726,24
22518,24
22519,24
22520,24
15996,24
1533207,24
1534262,24
1534264,24
16538820,25
11713137,25
16078,25
6873085,25
9713,25
6240698,25
20159,25
18222725,25
6224359,25
14008172,25
3663528,25
23217,25
9728,25
22871469,25
9710,25
20161,25
5786823,25
22871390,25
6375642,25
14009791,25
3663327,25
14008141,25
3327793,25
20099,25
18050501,25
14008122,25
19478,25
2838600,25
2004006,25
20160,25
3663486,25
22871456,25
19512738,25
3663378,25
14853390,25
4540033,25
29477,25
19494,25
9706,25
9702,25
13053708,25
3327830,25
13796670,25
3663680,25
20100,25
3663518,25
14009801,25
1774141,25
3324311,25
4341139,26
2546284,26
1925011,26
4595929,26
42065,26
7134247,26
20476046,26
25045,26
7062934,26
6861855,26
6933678,26
14411085,26
16015,26
6022276,26
16021,26
4513359,26
3970939,26
6292298,26
11861948,26
18097285,26
20089,26
4056806,26
13419126,26
27199,26
26112,26
19444,26
26111,26
6073989,26
9738,26
16020,26
16019,26
2549113,26
20117,26
2855349,26
9739,26
5810574,26
13251503,26
23316267,26
19445,26
25043,26
25044,26
14959487,26
16067,26
13419492,26
22541,26
3155153,26
19081332,26
20088,26
2850561,26
9763,30
9759,30
9761,30
9758,30
4337015,30
4226438,30
9756,30
4226430,30
6338011,30
4338454,30
4338289,30
4336495,30
4336506,30
4337010,30
16079,30
3966578,30
22866417,36
19449,36
25039,37
25037,37
25038,37
12423730,37
20476195,37
20476191,37
20471142,37
13472789,37
19906790,37
19906798,37
23942783,38
13682236,38
2961875,38
9766,38
4385692,38
14795035,38
9767,38
18056895,38
23942770,38
2961877,38
2961870,38
3990229,39
4403980,39
10587700,39
19405,39
19406,39
19407,39
1263112,41
19264,41
20125,41
9775,41
9777,41
3663706,41
3663707,41
3663708,41
3663700,41
3663778,41
9778,41
20126,41
20127,41
3663790,41
9770,41
16539510,41
9774,41
64114,27
64115,27
64116,27
23390,34
23303,34
23325,34
23397,34
21116,34
23400,34
23471,34
21089,34
23341,34
23370,34
23300,34
23519,34
23526,34
23493,34
23292,34
23426,34
21125,34
19423,9
22811,10
25567,10
25568,10
25569,10
25571,10
24823,10
19385,13
21735,16
21734,16
16349,16
15184,16
21715,16
21699,16
52554,20
25839,21
41259,21
42089,21
25838,21
22719,1
22718,1
15267,4
15224,4
15146,4
15226,4
16662,4
15275,4
15311,4
15197,4
15212,4
15307,4
15155,4
22197,5
29974,5
22193,5
62944,5
22195,5
16319,5
20401,5
27256,8
27259,17
62946,17
62947,17
20400,17
27258,17
27261,17
78283,34
78284,34
21110142,24
28605760,26
78277,27
78278,27
78280,28
78281,28
78285,34
78286,34
78287,34
78288,34
